city_id,city,country,timezone,dst,tz
1383,Samos,Greece,2,E,Europe/Athens
1384,Sparti,Greece,2,E,Europe/Athens
1385,Thira,Greece,2,E,Europe/Athens
1386,Sitia,Greece,2,E,Europe/Athens
1387,Stefanovikion,Greece,2,E,Europe/Athens
1388,Skiros,Greece,2,E,Europe/Athens
1389,Tanagra,Greece,2,E,Europe/Athens
1390,Kasteli,Greece,2,E,Europe/Athens
1391,Tripolis,Greece,2,E,Europe/Athens
1392,Thessaloniki,Greece,2,E,Europe/Athens
1393,Dekelia,Greece,2,E,Europe/Athens
1394,Zakynthos,Greece,2,E,Europe/Athens
1395,Budapest,Hungary,1,E,Europe/Budapest
1396,Debrecen,Hungary,1,E,Europe/Budapest
1397,Kecskemet,Hungary,1,E,Europe/Budapest
1398,Nyirregyhaza,Hungary,1,E,Europe/Budapest
1399,Ocseny,Hungary,1,E,Europe/Budapest
1400,Azentkilyszabadja,Hungary,1,E,Europe/Budapest
1401,Szolnok,Hungary,1,E,Europe/Budapest
1402,Amendola,Italy,1,E,Europe/Rome
1403,Crotone,Italy,1,E,Europe/Rome
1404,Bari,Italy,1,E,Europe/Rome
1405,Foggia,Italy,1,E,Europe/Rome
1406,Grottaglie,Italy,1,E,Europe/Rome
1407,Lecce,Italy,1,E,Europe/Rome
1408,Pescara,Italy,1,E,Europe/Rome
1409,Brindisi,Italy,1,E,Europe/Rome
1410,Gioia Del Colle,Italy,1,E,Europe/Rome
1411,Lamezia,Italy,1,E,Europe/Rome
1412,Catania,Italy,1,E,Europe/Rome
1413,Lampedusa,Italy,1,E,Europe/Rome
1414,Pantelleria,Italy,1,E,Europe/Rome
1415,Palermo,Italy,1,E,Europe/Rome
1416,Reggio Calabria,Italy,1,E,Europe/Rome
1417,Trapani,Italy,1,E,Europe/Rome
1418,Sigonella,Italy,1,E,Europe/Rome
1419,Alghero,Italy,1,E,Europe/Rome
1420,Decimomannu,Italy,1,E,Europe/Rome
1421,Cagliari,Italy,1,E,Europe/Rome
1422,Olbia,Italy,1,E,Europe/Rome
1423,Tortoli,Italy,1,E,Europe/Rome
1424,Turin,Italy,1,E,Europe/Rome
1425,Milano,Italy,1,E,Europe/Rome
1426,Bergamo,Italy,1,E,Europe/Rome
1427,Torino,Italy,1,E,Europe/Rome
1428,Albenga,Italy,1,E,Europe/Rome
1429,Genoa,Italy,1,E,Europe/Rome
1430,Milan,Italy,1,E,Europe/Rome
1431,Cameri,Italy,1,E,Europe/Rome
1432,Parma,Italy,1,E,Europe/Rome
1433,Piacenza,Italy,1,E,Europe/Rome
1434,Cuneo,Italy,1,E,Europe/Rome
1435,Aviano,Italy,1,E,Europe/Rome
1436,Bolzano,Italy,1,E,Europe/Rome
1437,Cervia,Italy,1,E,Europe/Rome
1438,Bologna,Italy,1,E,Europe/Rome
1439,Treviso,Italy,1,E,Europe/Rome
1440,Rivolto,Italy,1,E,Europe/Rome
1441,Forli,Italy,1,E,Europe/Rome
1442,Ghedi,Italy,1,E,Europe/Rome
1443,Verona,Italy,1,E,Europe/Rome
1444,Brescia,Italy,1,E,Europe/Rome
1445,Ronchi De Legionari,Italy,1,E,Europe/Rome
1446,Rimini,Italy,1,E,Europe/Rome
1447,Vicenza,Italy,1,E,Europe/Rome
1448,Padova,Italy,1,E,Europe/Rome
1449,Villafranca,Italy,1,E,Europe/Rome
1450,Venice,Italy,1,E,Europe/Rome
1451,Siena,Italy,1,E,Europe/Rome
1452,Rome,Italy,1,E,Europe/Rome
1453,Pratica Di Mare,Italy,1,E,Europe/Rome
1454,Guidonia,Italy,1,E,Europe/Rome
1455,Marina Di Campo,Italy,1,E,Europe/Rome
1456,Latina,Italy,1,E,Europe/Rome
1457,Grazzanise,Italy,1,E,Europe/Rome
1458,Naples,Italy,1,E,Europe/Rome
1459,Pisa,Italy,1,E,Europe/Rome
1460,Florence,Italy,1,E,Europe/Rome
1461,Grosseto,Italy,1,E,Europe/Rome
1462,Viterbo,Italy,1,E,Europe/Rome
1463,Perugia,Italy,1,E,Europe/Rome
1464,Cerklje,Slovenia,1,E,Europe/Ljubljana
1465,Ljubljana,Slovenia,1,E,Europe/Ljubljana
1466,Maribor,Slovenia,1,E,Europe/Ljubljana
1467,Portoroz,Slovenia,1,E,Europe/Ljubljana
1468,Slovenj Gradec,Slovenia,1,E,Europe/Ljubljana
1469,Ceske Budejovice,Czech Republic,1,E,Europe/Prague
1470,Caslav,Czech Republic,1,E,Europe/Prague
1471,Hradec Kralove,Czech Republic,1,E,Europe/Prague
1472,Horovice,Czech Republic,1,E,Europe/Prague
1473,Praha,Czech Republic,1,E,Europe/Prague
1474,Kunovice,Czech Republic,1,E,Europe/Prague
1475,Karlovy Vary,Czech Republic,1,E,Europe/Prague
1476,Line,Czech Republic,1,E,Europe/Prague
1477,Mnichovo Hradiste,Czech Republic,1,E,Europe/Prague
1478,Ostrava,Czech Republic,1,E,Europe/Prague
1479,Namest,Czech Republic,1,E,Europe/Prague
1480,Pardubice,Czech Republic,1,E,Europe/Prague
1481,Pribram,Czech Republic,1,E,Europe/Prague
1482,Prerov,Czech Republic,1,E,Europe/Prague
1483,Prague,Czech Republic,1,E,Europe/Prague
1484,Brno,Czech Republic,1,E,Europe/Prague
1485,Vodochody,Czech Republic,1,E,Europe/Prague
1486,Tel-aviv,Israel,2,E,Asia/Jerusalem
1487,Beer-sheba,Israel,2,E,Asia/Jerusalem
1488,Tel-nof,Israel,2,E,Asia/Jerusalem
1489,Eyn-shemer,Israel,2,E,Asia/Jerusalem
1490,Elat,Israel,2,E,Asia/Jerusalem
1491,Eyn-yahav,Israel,2,E,Asia/Jerusalem
1492,Haifa,Israel,2,E,Asia/Jerusalem
1493,Haztor,Israel,2,E,Asia/Jerusalem
1494,Rosh Pina,Israel,2,E,Asia/Jerusalem
1495,Megido Airstrip,Israel,2,E,Asia/Jerusalem
1496,Metzada,Israel,2,E,Asia/Jerusalem
1497,Nevatim,Israel,2,E,Asia/Jerusalem
1498,Ovda,Israel,2,E,Asia/Jerusalem
1499,Ramat David,Israel,2,E,Asia/Jerusalem
1500,Ramon,Israel,2,E,Asia/Jerusalem
1501,Malta,Malta,1,E,Europe/Malta
1502,Wiener Neustadt Ost,Austria,1,E,Europe/Vienna
1503,Wels,Austria,1,E,Europe/Vienna
1504,Graz,Austria,1,E,Europe/Vienna
1505,Innsbruck,Austria,1,E,Europe/Vienna
1506,Linz,Austria,1,E,Europe/Vienna
1507,Salzburg,Austria,1,E,Europe/Vienna
1508,Vienna,Austria,1,E,Europe/Vienna
1509,Zeltweg,Austria,1,E,Europe/Vienna
1510,Alverca,Portugal,0,E,Europe/Lisbon
1511,Santa Maria (island),Portugal,-1,E,Atlantic/Azores
1512,Braganca,Portugal,0,E,Europe/Lisbon
1513,Beja (madeira),Portugal,0,E,Europe/Lisbon
1514,Braga,Portugal,0,E,Europe/Lisbon
1515,Coimba,Portugal,0,E,Europe/Lisbon
1516,Cascais,Portugal,0,E,Europe/Lisbon
1517,Covilha,Portugal,0,E,Europe/Lisbon
1518,Evora,Portugal,0,E,Europe/Lisbon
1519,Flores,Portugal,-1,E,Atlantic/Azores
1520,Faro,Portugal,0,E,Europe/Lisbon
1521,Graciosa Island,Portugal,-1,E,Atlantic/Azores
1522,Horta,Portugal,-1,E,Atlantic/Azores
1523,Lajes (terceira Island),Portugal,-1,E,Atlantic/Azores
1524,Monte Real,Portugal,0,E,Europe/Lisbon
1525,Montijo,Portugal,0,E,Europe/Lisbon
1526,Ovar,Portugal,0,E,Europe/Lisbon
1527,Ponta Delgada,Portugal,-1,E,Atlantic/Azores
1528,Pico,Portugal,-1,E,Atlantic/Azores
1529,Portimao,Portugal,0,E,Europe/Lisbon
1530,Porto,Portugal,0,E,Europe/Lisbon
1531,Porto Santo,Portugal,0,E,Europe/Lisbon
1532,Lisbon,Portugal,0,E,Europe/Lisbon
1533,Sao Jorge Island,Portugal,-1,E,Atlantic/Azores
1534,Sintra,Portugal,0,E,Europe/Lisbon
1535,Tancos,Portugal,0,E,Europe/Lisbon
1536,Vila Real,Portugal,0,E,Europe/Lisbon
1537,Viseu,Portugal,0,E,Europe/Lisbon
1538,Mostar,Bosnia and Herzegovina,1,E,Europe/Sarajevo
1539,Sarajevo,Bosnia and Herzegovina,1,E,Europe/Sarajevo
1540,Arad,Romania,2,E,Europe/Bucharest
1541,Bacau,Romania,2,E,Europe/Bucharest
1542,Baia Mare,Romania,2,E,Europe/Bucharest
1543,Bucharest,Romania,2,E,Europe/Bucharest
1544,Constanta,Romania,2,E,Europe/Bucharest
1545,Cluj-napoca,Romania,2,E,Europe/Bucharest
1546,Caransebes,Romania,2,E,Europe/Bucharest
1547,Craiova,Romania,2,E,Europe/Bucharest
1548,Iasi,Romania,2,E,Europe/Bucharest
1549,Oradea,Romania,2,E,Europe/Bucharest
1550,Sibiu,Romania,2,E,Europe/Bucharest
1551,Satu Mare,Romania,2,E,Europe/Bucharest
1552,Suceava,Romania,2,E,Europe/Bucharest
1553,Tulcea,Romania,2,E,Europe/Bucharest
1554,Tirgu Mures,Romania,2,E,Europe/Bucharest
1555,Timisoara,Romania,2,E,Europe/Bucharest
1556,Les Eplatures,Switzerland,1,E,Europe/Zurich
1557,Geneva,Switzerland,1,E,Europe/Paris
1558,Saanen,Switzerland,1,E,Europe/Zurich
1559,Sion,Switzerland,1,E,Europe/Zurich
1560,Alpnach,Switzerland,1,E,Europe/Zurich
1561,Dubendorf,Switzerland,1,E,Europe/Zurich
1562,Emmen,Switzerland,1,E,Europe/Zurich
1563,Mollis,Switzerland,1,E,Europe/Zurich
1564,Meiringen,Switzerland,1,E,Europe/Zurich
1565,Payerne,Switzerland,1,E,Europe/Zurich
1566,Lugano,Switzerland,1,E,Europe/Zurich
1567,Bern,Switzerland,1,E,Europe/Zurich
1568,Grenchen,Switzerland,1,E,Europe/Zurich
1569,Zurich,Switzerland,1,E,Europe/Zurich
1570,Altenrhein,Switzerland,1,E,Europe/Zurich
1571,Samedan,Switzerland,1,E,Europe/Zurich
1572,Ankara,Turkey,2,E,Europe/Istanbul
1573,Ankara,Turkey,3,E,Europe/Istanbul
1574,Adana,Turkey,3,E,Europe/Istanbul
1575,Afyon,Turkey,3,E,Europe/Istanbul
1576,Antalya,Turkey,3,E,Europe/Istanbul
1577,Gaziantep,Turkey,3,E,Europe/Istanbul
1578,Iskenderun,Turkey,3,E,Europe/Istanbul
1579,Konya,Turkey,3,E,Europe/Istanbul
1580,Malatya,Turkey,3,E,Europe/Istanbul
1581,Merzifon,Turkey,3,E,Europe/Istanbul
1582,Sivas,Turkey,3,E,Europe/Istanbul
1583,Kayseri,Turkey,3,E,Europe/Istanbul
1584,Sivrihisar,Turkey,3,E,Europe/Istanbul
1585,Tokat,Turkey,3,E,Europe/Istanbul
1586,Denizli,Turkey,3,E,Europe/Istanbul
1587,Istanbul,Turkey,3,E,Europe/Istanbul
1588,Balikesir,Turkey,3,E,Europe/Istanbul
1589,Bandirma,Turkey,3,E,Europe/Istanbul
1590,Eskisehir,Turkey,3,E,Europe/Istanbul
1591,Izmir,Turkey,3,E,Europe/Istanbul
1592,Isparta,Turkey,3,E,Europe/Istanbul
1593,Kutahya,Turkey,3,E,Europe/Istanbul
1594,Yalova,Turkey,3,E,Europe/Istanbul
1595,Topel,Turkey,3,E,Europe/Istanbul
1596,Dalaman,Turkey,3,E,Europe/Istanbul
1597,Akhisar,Turkey,3,E,Europe/Istanbul
1598,Bodrum,Turkey,3,E,Europe/Istanbul
1599,Elazig,Turkey,3,E,Europe/Istanbul
1600,Diyabakir,Turkey,3,E,Europe/Istanbul
1601,Erzincan,Turkey,3,E,Europe/Istanbul
1602,Erzurum,Turkey,3,E,Europe/Istanbul
1603,Trabzon,Turkey,3,E,Europe/Istanbul
1604,Van,Turkey,3,E,Europe/Istanbul
1605,Batman,Turkey,3,E,Europe/Istanbul
1606,Siirt,Turkey,3,E,Europe/Istanbul
1607,Saltsy,Moldova,2,E,Europe/Chisinau
1608,Chisinau,Moldova,2,E,Europe/Chisinau
1609,Ohrid,Macedonia,1,E,Europe/Skopje
1610,Skopje,Macedonia,1,E,Europe/Skopje
1611,Gibraltar,Gibraltar,1,N,Europe/Gibraltar
1612,Belgrade,Serbia,1,E,Europe/Belgrade
1613,Nis,Serbia,1,E,Europe/Belgrade
1614,Podgorica,Montenegro,1,E,Europe/Podgorica
1615,Pristina,Serbia,1,E,Europe/Belgrade
1616,Tivat,Montenegro,1,E,Europe/Podgorica
1617,Vrsac,Serbia,1,E,Europe/Belgrade
1618,Bratislava,Slovakia,1,E,Europe/Bratislava
1619,Kosice,Slovakia,1,E,Europe/Bratislava
1620,Malacky,Slovakia,1,E,Europe/Bratislava
1621,Piestany,Slovakia,1,E,Europe/Bratislava
1622,Sliac,Slovakia,1,E,Europe/Bratislava
1623,Trencin,Slovakia,1,E,Europe/Bratislava
1624,Poprad,Slovakia,1,E,Europe/Bratislava
1625,North Caicos,Turks and Caicos Islands,-4,U,America/Grand_Turk
1626,Providenciales,Turks and Caicos Islands,-4,U,America/Grand_Turk
1627,South Caicos,Turks and Caicos Islands,-4,U,America/Grand_Turk
1628,Samana,Dominican Republic,-4,U,America/Santo_Domingo
1629,Barahona,Dominican Republic,-4,U,America/Santo_Domingo
1630,Cabo Rojo,Dominican Republic,-4,U,America/Santo_Domingo
1631,La Romana,Dominican Republic,-4,U,America/Santo_Domingo
1632,Punta Cana,Dominican Republic,-4,U,America/Santo_Domingo
1633,Puerto Plata,Dominican Republic,-4,U,America/Santo_Domingo
1634,Santo Domingo,Dominican Republic,-4,U,America/Santo_Domingo
1635,San Isidoro,Dominican Republic,-4,U,America/Santo_Domingo
1636,Santiago,Dominican Republic,-4,U,America/Santo_Domingo
1637,Bananera,Guatemala,-6,U,America/Guatemala
1638,Coban,Guatemala,-6,U,America/Guatemala
1639,Guatemala City,Guatemala,-6,U,America/Guatemala
1640,Retalhuleu,Guatemala,-6,U,America/Guatemala
1641,San Jose,Guatemala,-6,U,America/Guatemala
1642,La Ceiba,Honduras,-6,U,America/Tegucigalpa
1643,San Pedro Sula,Honduras,-6,U,America/Tegucigalpa
1644,Guanaja,Honduras,-6,U,America/Tegucigalpa
1645,Roatan,Honduras,-6,U,America/Tegucigalpa
1646,Tela,Honduras,-6,U,America/Tegucigalpa
1647,Tegucigalpa,Honduras,-6,U,America/Tegucigalpa
1648,Trujillo,Honduras,-6,U,America/Tegucigalpa
1649,Ocho Rios,Jamaica,-5,U,America/Jamaica
1650,Kingston,Jamaica,-5,U,America/Jamaica
1651,Montego Bay,Jamaica,-5,U,America/Jamaica
1652,Port Antonio,Jamaica,-5,U,America/Jamaica
1653,Acapulco,Mexico,-6,S,America/Mexico_City
1654,Monterrey,Mexico,-6,S,America/Mexico_City
1655,Aguascalientes,Mexico,-6,S,America/Mexico_City
1656,Huatulco,Mexico,-6,S,America/Mexico_City
1657,Cuernavaca,Mexico,-6,S,America/Mexico_City
1658,Ciudad Acuna,Mexico,-6,S,America/Mexico_City
1659,Ciudad Del Carmen,Mexico,-6,S,America/Mexico_City
1660,Nuevo Casas Grandes,Mexico,-7,S,America/Mazatlan
1661,Chilpancingo,Mexico,-6,S,America/Mexico_City
1662,Culiacan,Mexico,-7,S,America/Mazatlan
1663,Chetumal,Mexico,-5,S,America/Cancun
1664,Ciudad Obregon,Mexico,-7,S,America/Hermosillo
1665,Campeche,Mexico,-6,S,America/Mexico_City
1666,Ciudad Juarez,Mexico,-7,S,America/Mazatlan
1667,Chihuahua,Mexico,-7,S,America/Mazatlan
1668,Ciudad Victoria,Mexico,-6,S,America/Mexico_City
1669,Cozumel,Mexico,-5,S,America/Cancun
1670,Durango,Mexico,-6,S,America/Mexico_City
1671,Tepic,Mexico,-7,S,America/Mazatlan
1672,Ensenada,Mexico,-8,S,America/Tijuana
1673,Guadalajara,Mexico,-6,S,America/Mexico_City
1674,Guaymas,Mexico,-7,S,America/Hermosillo
1675,Tehuacan,Mexico,-6,S,America/Mexico_City
1676,Hermosillo,Mexico,-7,S,America/Hermosillo
1677,Colima,Mexico,-6,S,America/Mexico_City
1678,Isla Mujeres,Mexico,-5,S,America/Cancun
1679,Saltillo,Mexico,-6,S,America/Mexico_City
1680,Iztepec,Mexico,-6,S,America/Mexico_City
1681,Lazard Cardenas,Mexico,-6,S,America/Mexico_City
1682,Los Mochis,Mexico,-7,S,America/Mazatlan
1683,Del Bajio,Mexico,-6,S,America/Mexico_City
1684,La Paz,Mexico,-7,S,America/Mazatlan
1685,Loreto,Mexico,-7,S,America/Mazatlan
1686,Matamoros,Mexico,-6,S,America/Mexico_City
1687,Merida,Mexico,-6,S,America/Mexico_City
1688,Mexicali,Mexico,-8,S,America/Tijuana
1689,Morelia,Mexico,-6,S,America/Mexico_City
1690,Minatitlan,Mexico,-6,S,America/Mexico_City
1691,Monclova,Mexico,-6,S,America/Mexico_City
1692,Mexico City,Mexico,-6,S,America/Mexico_City
1693,Mazatlan,Mexico,-7,S,America/Mazatlan
1694,Nogales,Mexico,-7,S,America/Hermosillo
1695,Nuevo Laredo,Mexico,-6,S,America/Mexico_City
1696,Oaxaca,Mexico,-6,S,America/Mexico_City
1697,Poza Rico,Mexico,-6,S,America/Mexico_City
1698,Puebla,Mexico,-6,S,America/Mexico_City
1699,Pachuca,Mexico,-6,S,America/Mexico_City
1700,Punta Penasco,Mexico,-7,S,America/Hermosillo
1701,Piedras Negras,Mexico,-6,S,America/Mexico_City
1702,Uruapan,Mexico,-6,S,America/Mexico_City
1703,Puerto Vallarta,Mexico,-6,S,America/Mexico_City
1704,Puerto Escondido,Mexico,-6,S,America/Mexico_City
1705,Queretaro,Mexico,-6,S,America/Mexico_City
1706,Reynosa,Mexico,-6,S,America/Mexico_City
1707,San Jose Del Cabo,Mexico,-7,S,America/Mazatlan
1708,San Filipe,Mexico,-8,S,America/Tijuana
1709,San Luis Potosi,Mexico,-6,S,America/Mexico_City
1710,Tlaxcala,Mexico,-6,S,America/Mexico_City
1711,Tuxtla Gutierrez,Mexico,-6,S,America/Mexico_City
1712,Torreon,Mexico,-6,S,America/Mexico_City
1713,Tijuana,Mexico,-8,S,America/Tijuana
1714,Tampico,Mexico,-6,S,America/Mexico_City
1715,Tamuin,Mexico,-6,S,America/Mexico_City
1716,Toluca,Mexico,-6,S,America/Mexico_City
1717,Tapachula,Mexico,-6,S,America/Mexico_City
1718,Cancun,Mexico,-5,S,America/Cancun
1719,Villahermosa,Mexico,-6,S,America/Mexico_City
1720,Vera Cruz,Mexico,-6,S,America/Mexico_City
1721,Zacatecas,Mexico,-6,S,America/Mexico_City
1722,Zihuatanejo,Mexico,-6,S,America/Mexico_City
1723,Zamora,Mexico,-6,S,America/Mexico_City
1724,Manzanillo,Mexico,-6,S,America/Mexico_City
1725,Zapopan,Mexico,-6,S,America/Mexico_City
1726,Bluefields,Nicaragua,-6,U,America/Managua
1727,Los Brasiles,Nicaragua,-6,U,America/Managua
1728,Leon,Nicaragua,-6,U,America/Managua
1729,Managua,Nicaragua,-6,U,America/Managua
1730,Puerto Cabezas,Nicaragua,-6,U,America/Managua
1731,Bocas Del Toro,Panama,-5,U,America/Panama
1732,Changuinola,Panama,-5,U,America/Panama
1733,David,Panama,-5,U,America/Panama
1734,Howard,Panama,-5,U,America/Panama
1735,Panama,Panama,-5,U,America/Panama
1736,Santiago,Panama,-5,U,America/Panama
1737,Panama City,Panama,-5,U,America/Panama
1738,Buenos Aires,Costa Rica,-6,U,America/Costa_Rica
1739,Coto 47,Costa Rica,-6,U,America/Costa_Rica
1740,Chacarita,Costa Rica,-6,U,America/Costa_Rica
1741,El Carmen,Costa Rica,-6,U,America/Costa_Rica
1742,Finca 10,Costa Rica,-6,U,America/Costa_Rica
1743,Golfito,Costa Rica,-6,U,America/Costa_Rica
1744,Guapiles,Costa Rica,-6,U,America/Costa_Rica
1745,Liberia,Costa Rica,-6,U,America/Costa_Rica
1746,Los Chiles,Costa Rica,-6,U,America/Costa_Rica
1747,Limon,Costa Rica,-6,U,America/Costa_Rica
1748,Nosara Beach,Costa Rica,-6,U,America/Costa_Rica
1749,San Jose,Costa Rica,-6,U,America/Costa_Rica
1750,Pandora,Costa Rica,-6,U,America/Costa_Rica
1751,Palmar Sur,Costa Rica,-6,U,America/Costa_Rica
1752,Quepos,Costa Rica,-6,U,America/Costa_Rica
1753,Santa Clara,Costa Rica,-6,U,America/Costa_Rica
1754,San Vito De Jaba,Costa Rica,-6,U,America/Costa_Rica
1755,San Salvador,El Salvador,-6,U,America/El_Salvador
1756,Cayes,Haiti,-5,U,America/Port-au-Prince
1757,Cap Haitien,Haiti,-5,U,America/Port-au-Prince
1758,Jacmel,Haiti,-5,U,America/Port-au-Prince
1759,Port-au-prince,Haiti,-5,U,America/Port-au-Prince
1760,Baracoa Playa,Cuba,-5,U,America/Havana
1761,Bayamo,Cuba,-5,U,America/Havana
1762,Ciego De Avila,Cuba,-5,U,America/Havana
1763,Cunagua,Cuba,-5,U,America/Havana
1764,Cienfuegos,Cuba,-5,U,America/Havana
1765,Cayo Largo del Sur,Cuba,-5,U,America/Havana
1766,Camaguey,Cuba,-5,U,America/Havana
1767,Santiago De Cuba,Cuba,-5,U,America/Havana
1768,Florida,Cuba,-5,U,America/Havana
1769,Guantanamo,Cuba,-5,U,\N
1770,Guantanamo,Cuba,-5,U,America/Havana
1771,Havana,Cuba,-5,U,America/Havana
1772,Holguin,Cuba,-5,U,America/Havana
1773,La Coloma,Cuba,-5,U,America/Havana
1774,Moa,Cuba,-5,U,America/Havana
1775,Manzanillo,Cuba,-5,U,America/Havana
1776,Nueva Gerona,Cuba,-5,U,America/Havana
1777,Pinar Del Rio Norte,Cuba,-5,U,America/Havana
1778,San Antonio De Banos,Cuba,-5,U,America/Havana
1779,Santa Clara,Cuba,-5,U,America/Havana
1780,Santa Lucia,Cuba,-5,U,America/Havana
1781,Siguanea,Cuba,-5,U,America/Havana
1782,Sancti Spiritus,Cuba,-5,U,America/Havana
1783,Varadero,Cuba,-5,U,America/Havana
1784,Las Tunas,Cuba,-5,U,America/Havana
1785,Cayman Brac,Cayman Islands,-5,N,America/Cayman
1786,Georgetown,Cayman Islands,-5,N,America/Cayman
1787,Clarence Bain,Bahamas,-5,U,America/Nassau
1788,Andros Town,Bahamas,-5,U,America/Nassau
1789,Marsh Harbor,Bahamas,-5,U,America/Nassau
1790,San Andros,Bahamas,-5,U,America/Nassau
1791,Spring Point,Bahamas,-5,U,America/Nassau
1792,Sandy Point,Bahamas,-5,U,America/Nassau
1793,Treasure Cay,Bahamas,-5,U,America/Nassau
1794,Chub Cay,Bahamas,-5,U,America/Nassau
1795,Bullocks Harbour,Bahamas,-5,U,America/Nassau
1796,Alice Town,Bahamas,-5,U,America/Nassau
1797,Great Exuma,Bahamas,-5,U,America/Nassau
1798,George Town,Bahamas,-5,U,America/Nassau
1799,North Eleuthera,Bahamas,-5,U,America/Nassau
1800,Governor's Harbor,Bahamas,-5,U,America/Nassau
1801,Norman's Cay,Bahamas,-5,U,America/Nassau
1802,Rock Sound,Bahamas,-5,U,America/Nassau
1803,Staniel Cay,Bahamas,-5,U,America/Nassau
1804,Freeport,Bahamas,-5,U,America/Nassau
1805,Matthew Town,Bahamas,-5,U,America/Nassau
1806,Dead Man's Cay,Bahamas,-5,U,America/Nassau
1807,Stella Maris,Bahamas,-5,U,America/Nassau
1808,Mayaguana,Bahamas,-5,U,America/Nassau
1809,Nassau,Bahamas,-5,U,America/Nassau
1810,Duncan Town,Bahamas,-5,U,America/Nassau
1811,Port Nelson,Bahamas,-5,U,America/Nassau
1812,Cockburn Town,Bahamas,-5,U,America/Nassau
1813,Belize City,Belize,-6,U,America/Belize
1814,Aitutaki,Cook Islands,-10,U,Pacific/Rarotonga
1815,Avarua,Cook Islands,-10,U,Pacific/Rarotonga
1816,Nandi,Fiji,12,U,Pacific/Fiji
1817,Nausori,Fiji,12,U,Pacific/Fiji
1818,Tongatapu,Tonga,13,U,Pacific/Tongatapu
1819,Vava'u,Tonga,13,U,Pacific/Tongatapu
1820,Tarawa,Kiribati,12,U,Pacific/Tarawa
1821,Tabiteuea North,Kiribati,12,U,\N
1822,Wallis,Wallis and Futuna,12,U,Pacific/Wallis
1823,Faleolo,Samoa,13,U,Pacific/Apia
1824,Pago Pago,American Samoa,-11,U,Pacific/Pago_Pago
1825,Rurutu,French Polynesia,-10,U,\N
1826,Tubuai,French Polynesia,-10,U,Pacific/Tahiti
1827,Anaa,French Polynesia,-10,U,Pacific/Tahiti
1828,Fangatau,French Polynesia,-10,U,Pacific/Tahiti
1829,Tikehau,French Polynesia,-10,U,Pacific/Tahiti
1830,Reao,French Polynesia,-10,U,\N
1831,Fakarava,French Polynesia,-10,U,Pacific/Tahiti
1832,Manihi,French Polynesia,-10,U,Pacific/Tahiti
1833,Totegegie,French Polynesia,-9,U,Pacific/Gambier
1834,Kaukura Atoll,French Polynesia,-10,U,Pacific/Tahiti
1835,Makemo,French Polynesia,-10,U,Pacific/Tahiti
1836,Puka Puka,French Polynesia,-10,U,Pacific/Tahiti
1837,Takapoto,French Polynesia,-10,U,Pacific/Tahiti
1838,Arutua,French Polynesia,-10,U,Pacific/Tahiti
1839,Mataiva,French Polynesia,-10,U,Pacific/Tahiti
1840,Takaroa,French Polynesia,-10,U,Pacific/Tahiti
1841,Nuku Hiva,French Polynesia,-9.5,U,Pacific/Marquesas
1842,Bora Bora,French Polynesia,-10,U,Pacific/Tahiti
1843,Rangiroa,French Polynesia,-10,U,Pacific/Tahiti
1844,Huahine Island,French Polynesia,-10,U,Pacific/Tahiti
1845,Moorea,French Polynesia,-10,U,Pacific/Tahiti
1846,Hao Island,French Polynesia,-10,U,\N
1847,Maupiti,French Polynesia,-10,U,Pacific/Tahiti
1848,Raiatea Island,French Polynesia,-10,U,Pacific/Tahiti
1849,Port-vila,Vanuatu,11,U,Pacific/Efate
1850,Kone,New Caledonia,11,U,Pacific/Noumea
1851,Koumac,New Caledonia,11,U,Pacific/Noumea
1852,Lifou,New Caledonia,11,U,Pacific/Noumea
1853,Noumea,New Caledonia,11,U,Pacific/Noumea
1854,Mare,New Caledonia,11,U,Pacific/Noumea
1855,Touho,New Caledonia,11,U,Pacific/Noumea
1856,Ouvea,New Caledonia,11,U,Pacific/Noumea
1857,Auckland,New Zealand,12,Z,Pacific/Auckland
1858,Taupo,New Zealand,12,Z,Pacific/Auckland
1859,Ardmore,New Zealand,12,Z,Pacific/Auckland
1860,Christchurch,New Zealand,12,Z,Pacific/Auckland
1861,Chatham Island,New Zealand,12.75,Z,Pacific/Chatham
1862,Dunedin,New Zealand,12,Z,Pacific/Auckland
1863,Gisborne,New Zealand,12,Z,Pacific/Auckland
1864,Glentanner,New Zealand,12,Z,Pacific/Auckland
1865,Hokitika,New Zealand,12,Z,Pacific/Auckland
1866,Hamilton,New Zealand,12,Z,Pacific/Auckland
1867,Hastings,New Zealand,12,Z,Pacific/Auckland
1868,Kerikeri,New Zealand,12,Z,Pacific/Auckland
1869,Kaitaia,New Zealand,12,Z,Pacific/Auckland
1870,Alexandra,New Zealand,12,Z,Pacific/Auckland
1871,Mount Cook,New Zealand,12,Z,Pacific/Auckland
1872,Manapouri,New Zealand,12,Z,Pacific/Auckland
1873,Masterton,New Zealand,12,Z,Pacific/Auckland
1874,New Plymouth,New Zealand,12,Z,Pacific/Auckland
1875,Nelson,New Zealand,12,Z,Pacific/Auckland
1876,Invercargill,New Zealand,12,Z,Pacific/Auckland
1877,Ohakea,New Zealand,12,Z,Pacific/Auckland
1878,Oamaru,New Zealand,12,Z,Pacific/Auckland
1879,Palmerston North,New Zealand,12,Z,Pacific/Auckland
