2043,Wairoa Airport,1894,WIR,NZWO
2044,RNZAF Base Auckland-Whenuapai,1895,\N,NZWP
2045,Whangarei Airport,1896,WRE,NZWR
2046,Westport Airport,1897,WSZ,NZWS
2047,Wanganui Airport,1898,WAG,NZWU
2048,Herat Airport,1899,HEA,OAHR
2049,Jalalabad Airport,1900,JAA,OAJL
2050,Hamid Karzai International Airport,1901,KBL,OAKB
2051,Kandahar Airport,1902,KDH,OAKN
2052,Maimana Airport,1903,MMZ,OAMN
2053,Mazar I Sharif Airport,1904,MZR,OAMS
2054,Shindand Airport,1905,OAH,OASD
2055,Sheberghan Airport,1906,\N,OASG
2056,Konduz Airport,1907,UND,OAUZ
2057,Bahrain International Airport,1908,BAH,OBBI
2058,Sheik Isa Air Base,1908,\N,OBBS
2059,Abha Regional Airport,1909,AHB,OEAB
2060,Al Ahsa Airport,1910,HOF,OEAH
2061,Al Baha Airport,1911,ABT,OEBA
2062,Bisha Airport,1912,BHH,OEBH
2063,Abqaiq Airport,1913,\N,OEBQ
2064,King Fahd International Airport,1914,DMM,OEDF
2065,King Abdulaziz Air Base,1915,DHA,OEDR
2066,Jizan Regional Airport,1916,GIZ,OEGN
2067,Gassim Airport,1917,ELQ,OEGS
2068,Gurayat Domestic Airport,1918,URY,OEGT
2069,Ha'il Airport,1919,HAS,OEHL
2070,Jubail Airport,1920,QJB,OEJB
2071,King Faisal Naval Base,1921,\N,OEJF
2072,King Abdulaziz International Airport,1921,JED,OEJN
2073,King Khaled Military City Airport,1922,KMC,OEKK
2074,Prince Mohammad Bin Abdulaziz Airport,1923,MED,OEMA
2075,Nejran Airport,1924,EAM,OENG
2076,Al Qaisumah/Hafr Al Batin Airport,1925,AQI,OEPA
2077,Pump Station 3 Airport,1926,\N,OEPC
2078,Pump Station 6 Airport,1927,\N,OEPF
2079,Pump Station 10 Airport,1928,\N,OEPJ
2080,Rabigh Airport,1929,\N,OERB
2081,Rafha Domestic Airport,1930,RAH,OERF
2082,King Khaled International Airport,1931,RUH,OERK
2083,Ras Mishab Airport,1932,\N,OERM
2084,Arar Domestic Airport,1933,RAE,OERR
2085,Ras Tanura Airport,1934,\N,OERT
2086,Sharurah Airport,1935,SHW,OESH
2088,Sulayel Airport,1936,SLF,OESL
2089,Tabuk Airport,1937,TUU,OETB
2090,Ta’if Regional Airport,1938,TIF,OETF
2091,Thumamah Airport,1939,\N,OETH
2092,Ras Tanajib Airport,1940,\N,OETN
2093,Turaif Domestic Airport,1941,TUI,OETR
2095,Al Wajh Domestic Airport,1942,EJH,OEWJ
2096,Prince Abdulmohsin Bin Abdulaziz Airport,1943,YNB,OEYN
2097,Abadan Airport,1944,ABD,OIAA
2098,Dezful Airport,1945,DEF,OIAD
2099,Aghajari Airport,1946,AKW,OIAG
2100,Gachsaran Airport,1947,GCH,OIAH
2101,Shahid Asyaee Airport,1948,\N,OIAI
2102,Omidiyeh Airport,1949,OMI,OIAJ
2103,Mahshahr Airport,1950,MRX,OIAM
2104,Ahwaz Airport,1951,AWZ,OIAW
2105,Abu Musa Island Airport,1952,AEU,OIBA
2106,Bushehr Airport,1953,BUZ,OIBB
2107,Bastak Airport,1954,\N,OIBH
2108,Asaloyeh Airport,1955,\N,OIBI
2109,Kish International Airport,1956,KIH,OIBK
2110,Bandar Lengeh Airport,1957,BDH,OIBL
2111,Khark Island Airport,1958,KHK,OIBQ
2112,Sirri Island Airport,1959,SXI,OIBS
2113,Lavan Island Airport,1960,LVP,OIBV
2114,Shahid Ashrafi Esfahani Airport,1961,KSH,OICC
2117,Sanandaj Airport,1962,SDG,OICS
2118,Hesa Airport,1963,IFH,OIFE
2119,Shahid Vatan Pour Air Base,1964,\N,OIFH
2120,Kashan Airport,1965,KKS,OIFK
2121,Esfahan Shahid Beheshti International Airport,1964,IFN,OIFM
2122,Badr Air Base,1966,\N,OIFP
2123,Sardar-e-Jangal Airport,1967,RAS,OIGG
2125,Arak Airport,1968,AJK,OIHR
2126,Ghazvin Azadi Airport,1969,\N,OIIA
2127,Kushke Nosrat Airport,1970,\N,OIIC
2128,Doshan Tappeh Air Base,1971,\N,OIID
2130,Ghale Morghi Airport,1971,\N,OIIG
2131,Mehrabad International Airport,1971,THR,OIII
2132,Qazvin Airport,1972,GZW,OIIK
2133,Naja Airport,1973,\N,OIIM
2134,Bandar Abbas International Airport,1974,BND,OIKB
2135,Jiroft Airport,1975,JYR,OIKJ
2136,Kerman Airport,1976,KER,OIKK
2138,Havadarya Airport,1974,HDR,OIKP
2139,Dayrestan Airport,1977,\N,OIKQ
2141,Sirjan Airport,1978,SYJ,OIKY
2142,Birjand Airport,1979,XBJ,OIMB
2143,Sarakhs Airport,1980,CKT,OIMC
2144,Shahroud Airport,1981,RUD,OIMJ
2147,Tabas Airport,1982,TCX,OIMT
2148,Kalaleh Airport,1983,KLM,OINE
2151,Ramsar Airport,1984,RZR,OINR
2153,Fasa Airport,1985,FAZ,OISF
2154,Jahrom Airport,1986,JAR,OISJ
2156,Lamerd Airport,1987,LFM,OISR
2157,Shiraz Shahid Dastghaib International Airport,1988,SYZ,OISS
2158,Khoy Airport,1989,KHY,OITK
2162,Tabriz International Airport,1990,TBZ,OITT
2163,Zanjan Airport,1991,JWN,OITZ
2164,Shahid Sadooghi Airport,1992,AZD,OIYY
2165,Zabol Airport,1993,ACZ,OIZB
2166,Konarak Airport,1994,ZBR,OIZC
2167,Zahedan International Airport,1995,ZAH,OIZH
2168,Iran Shahr Airport,1996,IHR,OIZI
2169,Saravan Airport,1997,\N,OIZS
2170,Queen Alia International Airport,1998,AMM,OJAI
2171,Amman-Marka International Airport,1998,ADJ,OJAM
2172,Aqaba King Hussein International Airport,1999,AQJ,OJAQ
2173,Prince Hassan Air Base,2000,\N,OJHF
2174,Jerusalem Airport,2001,\N,OJJR
2175,King Hussein Air College,2002,OMF,OJMF
2176,Kuwait International Airport,2003,KWI,OKBK
2177,Beirut Rafic Hariri International Airport,2004,BEY,OLBA
2178,Rene Mouawad Air Base,2005,KYE,OLKA
2179,Abu Dhabi International Airport,2006,AUH,OMAA
2180,Bateen Airport,2006,AZI,OMAD
2181,Al Hamra Aux Airport,2007,\N,OMAH
2182,Jebel Dhana Airport,2008,\N,OMAJ
2184,Al Dhafra Air Base,2006,DHF,OMAM
2185,Arzanah Airport,2009,\N,OMAR
2186,Das Island Airport,2010,\N,OMAS
2187,Zirku Airport,2011,\N,OMAZ
2188,Dubai International Airport,2012,DXB,OMDB
2189,Fujairah International Airport,2013,FJR,OMFJ
2190,Ras Al Khaimah International Airport,2014,RKT,OMRK
2191,Sharjah International Airport,2015,SHJ,OMSJ
2192,Khasab Air Base,2016,KHS,OOKB
2193,Masirah Air Base,2017,MSH,OOMA
2194,Muscat International Airport,2018,MCT,OOMS
2195,Salalah Airport,2019,SLL,OOSA
2196,Thumrait Air Base,2020,TTH,OOTH
2197,Bhagatanwala Airport,2021,BHW,OPBG
2202,Faisalabad International Airport,2022,LYP,OPFA
2203,Gwadar International Airport,2023,GWD,OPGD
2204,Gilgit Airport,2024,GIL,OPGT
2205,Shahbaz Air Base,2025,JAG,OPJA
2206,Jinnah International Airport,2026,KHI,OPKC
2207,Alama Iqbal International Airport,2027,LHE,OPLA
2208,Walton Airport,2027,\N,OPLH
2209,Mangla Airport,2028,XJM,OPMA
2210,Muzaffarabad Airport,2029,MFG,OPMF
2211,Mianwali Air Base,2030,MWD,OPMI
2212,Moenjodaro Airport,2031,MJD,OPMJ
2213,Masroor Air Base,2026,\N,OPMR
2214,Multan International Airport,2032,MUX,OPMT
2215,Shaheed Benazirabad Airport,2033,WNS,OPNH
2216,Okara Cantonment Airstrip,2034,\N,OPOK
2217,Panjgur Airport,2035,PJG,OPPG
2218,Pasni Airport,2036,PSI,OPPI
2219,Peshawar International Airport,2037,PEW,OPPS
2220,Qasim Airport,2038,\N,OPQS
2221,Quetta International Airport,2039,UET,OPQT
2222,Shaikh Zaid Airport,2040,RYK,OPRK
2223,Benazir Bhutto International Airport,2041,\N,OPRN
2224,Risalpur Air Base,2042,\N,OPRS
2225,Rawalakot Airport,2043,RAZ,OPRT
2227,Sukkur Airport,2044,SKZ,OPSK
2228,Saidu Sharif Airport,2045,SDT,OPSS
2229,Sui Airport,2046,SUL,OPSU
2230,Talhar Airport,2047,BDN,OPTH
2232,Wana Airport,2048,WAF,OPWN
2233,Zhob Airport,2049,PZH,OPZB
2234,Basrah International Airport,2050,BSR,ORMM
2235,Aleppo International Airport,2051,ALP,OSAP
2236,Damascus International Airport,2052,DAM,OSDI
2237,Deir ez-Zor Air Base,2053,DEZ,OSDZ
2239,Bassel Al-Assad International Airport,2054,LTK,OSLK
2240,Palmyra Airport,2055,PMS,OSPR
2241,Doha International Airport,2056,DIA,OTBD
2242,Canton Island Airport,2057,CIS,PCIS
2243,Rota International Airport,2058,ROP,PGRO
2244,Saipan International Airport,2059,SPN,PGSN
2245,Andersen Air Force Base,2060,UAM,PGUA
2246,Antonio B. Won Pat International Airport,2061,GUM,PGUM
2247,Tinian International Airport,2062,TIQ,PGWT
2249,Marshall Islands International Airport,2063,MAJ,PKMJ
2250,Dyess Army Air Field,2064,\N,PKRO
2251,Bucholz Army Air Field,2064,KWA,PKWA
2252,Cassidy International Airport,2065,CXI,PLCH
2253,Henderson Field,2066,MDY,PMDY
2254,Chuuk International Airport,2067,TKK,PTKK
2255,Pohnpei International Airport,2068,PNI,PTPN
2256,Babelthuap Airport,2069,ROR,PTRO
2257,Kosrae International Airport,2070,KSA,PTSA
2258,Yap International Airport,2071,YAP,PTYA
2259,Kinmen Airport,2072,KNH,RCBS
2260,Pingtung South Airport,2073,\N,RCDC
2261,Longtan Air Base,2074,\N,RCDI
2262,Taitung Airport,2075,TTT,RCFN
2263,Lyudao Airport,2076,GNI,RCGI
2264,Kaohsiung International Airport,2077,KHH,RCKH
2265,Chiayi Airport,2078,CYI,RCKU
2267,Lanyu Airport,2079,KYD,RCLY
2268,Taichung Ching Chuang Kang Airport,2080,RMQ,RCMQ
2270,Tainan Airport,2081,TNN,RCNN
2271,Hsinchu Air Base,2082,HSZ,RCPO
2272,Makung Airport,2083,MZG,RCQC
2273,Chihhang Air Base,2084,\N,RCQS
2274,Pingtung North Airport,2073,PIF,RCSQ
2275,Taipei Songshan Airport,2085,TSA,RCSS
2276,Taiwan Taoyuan International Airport,2085,TPE,RCTP
2277,Wang-an Airport,2086,WOT,RCWA
2278,Hualien Airport,2087,HUN,RCYU
2279,Narita International Airport,2088,NRT,RJAA
2280,Matsumoto Airport,2089,MMJ,RJAF
2281,Hyakuri Airport,2090,IBR,RJAH
2282,Minami Torishima Airport,2091,MUS,RJAM
2283,Iwo Jima Airport,2092,IWO,RJAW
2284,Nanki Shirahama Airport,2093,SHM,RJBD
2285,Kohnan Airport,2094,\N,RJBK
2286,Tokachi-Obihiro Airport,2095,OBO,RJCB
2287,New Chitose Airport,2096,CTS,RJCC
2288,Hakodate Airport,2097,HKD,RJCH
2289,Chitose Air Base,2098,\N,RJCJ
2290,Memanbetsu Airport,2099,MMB,RJCM
2291,Nakashibetsu Airport,2100,SHB,RJCN
2293,Tokachi Airport,2101,\N,RJCT
2294,Wakkanai Airport,2102,WKJ,RJCW
2295,Iki Airport,2103,IKI,RJDB
2296,Yamaguchi Ube Airport,2104,UBJ,RJDC
2297,Tsushima Airport,2105,TSJ,RJDT
2298,Monbetsu Airport,2106,MBE,RJEB
2299,Asahikawa Airport,2107,AKJ,RJEC
2300,Okushiri Airport,2108,OIR,RJEO
2301,Rishiri Airport,2109,RIS,RJER
2302,Ashiya Airport,2110,\N,RJFA
2303,Yakushima Airport,2111,KUM,RJFC
2304,Fukue Airport,2112,FUJ,RJFE
2305,Fukuoka Airport,2113,FUK,RJFF
2306,New Tanegashima Airport,2114,TNE,RJFG
2307,Kagoshima Airport,2115,KOJ,RJFK
2308,Miyazaki Airport,2116,KMI,RJFM
2309,Nyutabaru Airport,2117,\N,RJFN
2310,Oita Airport,2118,OIT,RJFO
2311,Kitakyūshū Airport,2119,KKJ,RJFR
2312,Kumamoto Airport,2120,KMJ,RJFT
2313,Nagasaki Airport,2121,NGS,RJFU
2314,Kanoya Airport,2122,\N,RJFY
2315,Tsuiki Air Field,2123,\N,RJFZ
2316,Amami Airport,2124,ASJ,RJKA
2317,Okierabu Airport,2125,OKE,RJKB
2318,Tokunoshima Airport,2126,TKN,RJKN
2319,Fukui Airport,2127,FKJ,RJNF
2320,Gifu Airport,2128,QGU,RJNG
2321,Hamamatsu Airport,2129,\N,RJNH
2322,Komatsu Airport,2130,KMQ,RJNK
2323,Oki Airport,2131,OKI,RJNO
2324,Toyama Airport,2132,TOY,RJNT
2325,Shizuhama Airport,2133,\N,RJNY
2326,Hiroshima Airport,2134,HIJ,RJOA
2327,Okayama Airport,2135,OKJ,RJOB
2328,Izumo Airport,2136,IZO,RJOC
2329,Hofu Airport,2137,\N,RJOF
2330,Miho Yonago Airport,2138,YGJ,RJOH
2332,Kōchi Ryōma Airport,2139,KCZ,RJOK
2333,Matsuyama Airport,2140,MYJ,RJOM
2334,Osaka International Airport,2141,ITM,RJOO
2335,Tottori Airport,2142,TTJ,RJOR
2336,Tokushima Airport/JMSDF Air Base,2143,TKS,RJOS
2337,Takamatsu Airport,2144,TAK,RJOT
2338,Yao Airport,2141,\N,RJOY
2339,Ozuki Airport,2145,\N,RJOZ
2340,Aomori Airport,2146,AOJ,RJSA
2341,Yamagata Airport,2147,GAJ,RJSC
2342,Sado Airport,2148,SDS,RJSD
2343,Hachinohe Airport,2149,HHE,RJSH
2344,Hanamaki Airport,2150,HNA,RJSI
2345,Akita Airport,2151,AXT,RJSK
2346,Misawa Air Base,2152,MSJ,RJSM
2347,Sendai Airport,2153,SDJ,RJSS
2348,Matsushima Air Base,2154,\N,RJST
2350,Atsugi Naval Air Facility,2155,NJA,RJTA
2351,Tateyama Airport,2156,\N,RJTE
2352,Hachijojima Airport,2157,HAC,RJTH
2353,Iruma Air Base,2158,\N,RJTJ
2354,Kisarazu Airport,2159,\N,RJTK
2355,Shimofusa Airport,2160,\N,RJTL
2356,Oshima Airport,2161,OIM,RJTO
2358,Kastner Army Heliport,2162,\N,RJTR
2359,Tokyo Haneda International Airport,2088,HND,RJTT
2360,Yokota Air Base,2163,OKO,RJTY
2361,Gwangju Airport,2164,KWJ,RKJJ
2364,Jeon Ju Airport (G-703),2165,CHN,RKJU
2365,Yeosu Airport,2166,RSU,RKJY
2366,Sokcho Airport,2167,\N,RKND
2367,Gangneung Airport (K-18),2168,KAG,RKNN
2370,Jeju International Airport,2169,CJU,RKPC
2371,Jinhae Airbase/Airport (G-813/K-10),2170,CHF,RKPE
2372,Gimhae International Airport,2171,PUS,RKPK
2374,Ulsan Airport,2172,USN,RKPU
2375,A 511 Airport,2173,\N,RKSG
2376,Seoul Air Base (K-16),2174,SSN,RKSM
2377,Osan Air Base,2175,OSN,RKSO
2378,Gimpo International Airport,2176,GMP,RKSS
2379,Suwon Airport,2177,SWU,RKSW
2380,Pohang Airport (G-815/K-3),2178,KPO,RKTH
2381,Daegu Airport,2179,TAE,RKTN
2383,Yecheon Airbase,2180,YEC,RKTY
2384,Naha Airport,2181,OKA,ROAH
2385,Ie Shima Auxiliary Air Base,2182,\N,RODE
2386,Kadena Air Base,2183,DNA,RODN
2387,New Ishigaki Airport,2184,ISG,ROIG
2388,Kumejima Airport,2185,UEO,ROKJ
2389,Minami-Daito Airport,2186,MMD,ROMD
2390,Miyako Airport,2187,MMY,ROMY
2391,Kitadaito Airport,2188,KTD,RORK
2392,Shimojishima Airport,2189,SHI,RORS
2393,Tarama Airport,2190,TRA,RORT
2394,Yoron Airport,2191,RNJ,RORY
2395,Futenma Marine Corps Air Station,2192,\N,ROTM
2396,Yonaguni Airport,2193,OGN,ROYN
2397,Ninoy Aquino International Airport,2194,MNL,RPLL
2399,Awang Airport,2195,CBO,RPMC
2400,Cagayan De Oro Airport,2196,\N,RPML
2401,Pagadian Airport,2197,PAG,RPMP
2402,General Santos International Airport,2198,GES,RPMR
2404,Zamboanga International Airport,2199,ZAM,RPMZ
2405,Loakan Airport,2200,BAG,RPUB
2406,Daet Airport,2201,DTE,RPUD
2407,Basa Air Base,2202,\N,RPUF
2408,Lingayen Airport,2203,\N,RPUG
2409,San Jose Airport,2204,SJI,RPUH
2410,Fernando Air Base,2205,\N,RPUL
2411,Mamburao Airport,2206,MBO,RPUM
2414,Vigan Airport,2207,\N,RPUQ
2415,Dr.Juan C. Angara Airport,2208,BQA,RPUR
2421,Bagabag Airport,2209,\N,RPUZ
2422,Daniel Z. Romualdez Airport,2210,TAC,RPVA
2423,Bacolod-Silay Airport,2211,BCD,RPVB
2425,Sibulan Airport,2212,DGT,RPVD
2426,Godofredo P. Ramos Airport,2213,MPH,RPVE
2428,Guiuan Airport,2214,\N,RPVG
2429,Iloilo International Airport,2215,ILO,RPVI
2430,Kalibo International Airport,2216,KLO,RPVK
2433,Puerto Princesa Airport,2217,PPS,RPVP
2435,Evelio Javier Airport,2204,EUQ,RPVS
2436,Comodoro Pierrestegui Airport,2218,COC,SAAC
2437,Gualeguaychu Airport,2219,GHU,SAAG
2438,Junin Airport,2220,JNI,SAAJ
2439,General Urquiza Airport,2221,PRA,SAAP
2440,Islas Malvinas Airport,2222,ROS,SAAR
2441,Sauce Viejo Airport,2223,SFN,SAAV
2442,Jorge Newbery Airpark,2224,AEP,SABE
2443,Ingeniero Ambrosio Taravella Airport,2225,COR,SACO
2444,Chamical Airport,2226,\N,SACT
2445,San Fernando Airport,2227,FDO,SADF
2446,Mariano Moreno Airport,2228,\N,SADJ
2447,La Plata Airport,2229,LPG,SADL
2448,Moron Airport,2230,\N,SADM
2449,El Palomar Airport,2231,EPA,SADP
2450,Chos Malal Airport,2232,HOS,SAHC
2451,Dr. Arturo H. Illia Airport,2233,GNR,SAHR
2452,El Plumerillo Airport,2234,MDZ,SAME
2453,Comodoro D.R. Salomón Airport,2235,LGS,SAMM
2454,Suboficial Ay Santiago Germano Airport,2236,AFA,SAMR
2455,Catamarca Airport,2237,CTC,SANC
2456,Vicecomodoro Angel D. La Paz Aragonés Airport,2238,SDE,SANE
2457,Tinogasta Airport,2239,\N,SANI
2458,Capitan V A Almonacid Airport,2240,IRJ,SANL
2459,Chilecito Airport,2241,\N,SANO
2460,Teniente Benjamin Matienzo Airport,2242,TUC,SANT
2461,Domingo Faustino Sarmiento Airport,2243,UAQ,SANU
2462,Area De Material Airport,2244,RCU,SAOC
2463,Villa Dolores Airport,2245,VDR,SAOD
2464,La Quiaca Airport,2246,\N,SAOL
2465,Marcos Juarez Airport,2247,\N,SAOM
2466,Villa Reynolds Airport,2248,VME,SAOR
2467,Brigadier Mayor D Cesar Raul Ojeda Airport,2249,LUQ,SAOU
2468,Corrientes Airport,2250,CNQ,SARC
2469,Resistencia International Airport,2251,RES,SARE
2470,Formosa Airport,2252,FMA,SARF
2471,Cataratas Del Iguazú International Airport,2253,IGR,SARI
2472,Paso De Los Libres Airport,2254,AOL,SARL
2473,Monte Caseros Airport,2255,MCS,SARM
2474,Libertador Gral D Jose De San Martin Airport,2256,PSS,SARP
2475,Termal Airport,2257,PRQ,SARS
2476,Martin Miguel De Guemes International Airport,2258,SLA,SASA
2477,Gobernador Horacio Guzman International Airport,2259,JUJ,SASJ
2478,Orán Airport,2260,ORA,SASO
2479,Laboulaye Airport,2261,\N,SASQ
2481,El Dorado Airport,2262,ELO,SATD
2482,Goya Airport,2263,OYA,SATG
2483,Oberá Airport,2264,\N,SATO
2484,Reconquista Airport,2265,RCQ,SATR
2485,Curuzu Cuatia Airport,2266,UZU,SATU
2486,El Bolson Airport,2267,EHL,SAVB
2487,General E. Mosconi Airport,2268,CRD,SAVC
2488,Brigadier Antonio Parodi Airport,2269,EQS,SAVE
2490,Almirante Marco Andres Zar Airport,2270,REL,SAVT
2491,Gobernador Castello Airport,2271,VDM,SAVV
2492,El Tehuelche Airport,2272,PMY,SAVY
2493,Marambio Base,2273,\N,SAWB
2494,Puerto Deseado Airport,2274,PUD,SAWD
2495,Hermes Quijada International Airport,2275,RGA,SAWE
2496,Piloto Civil N. Fernández Airport,2276,RGL,SAWG
2497,Malvinas Argentinas Airport,2277,USH,SAWH
2498,Capitan D Daniel Vazquez Airport,2278,ULA,SAWJ
2499,Perito Moreno Airport,2279,PMQ,SAWP
2500,Santa Cruz Airport,2280,RZA,SAWU
2501,Comandante Espora Airport,2281,BHI,SAZB
2502,Brigadier D.H.E. Ruiz Airport,2282,CSZ,SAZC
2503,Olavarria Airport,2283,OVR,SAZF
2504,General Pico Airport,2284,GPO,SAZG
2505,Tres Arroyos Airport,2285,OYO,SAZH
2506,Bolivar Airport,2286,\N,SAZI
2508,Ástor Piazzola International Airport,2287,MDQ,SAZM
2509,Presidente Peron Airport,2288,NQN,SAZN
2511,Comodoro Pedro Zanni Airport,2289,PEH,SAZP
2512,Santa Rosa Airport,2290,RSA,SAZR
2513,San Carlos De Bariloche Airport,2291,BRC,SAZS
2514,Héroes De Malvinas Airport,2292,TDL,SAZT
2515,Villa Gesell Airport,2293,VLG,SAZV
2516,Cutral-Co Airport,2294,CUT,SAZW
2517,Aviador C. Campos Airport,2295,CPC,SAZY
2518,Conceição do Araguaia Airport,2296,CDJ,SBAA
2519,Campo Délio Jardim de Mattos Airport,2297,\N,SBAF
2520,Amapá Airport,2298,\N,SBAM
2521,Araraquara Airport,2299,AQA,SBAQ
2522,Santa Maria Airport,2300,AJU,SBAR
2524,Piloto Osvaldo Marques Dias Airport,2301,AFL,SBAT
2525,Araçatuba Airport,2302,ARU,SBAU
2526,Val de Cans/Júlio Cezar Ribeiro International Airport,2303,BEL,SBBE
2527,Comandante Gustavo Kraemer Airport,2304,BGX,SBBG
2528,Pampulha - Carlos Drummond de Andrade Airport,2305,PLU,SBBH
2529,Bacacheri Airport,2306,BFH,SBBI
2530,Major Brigadeiro Doorgal Borges Airport,2307,\N,SBBQ
2531,Presidente Juscelino Kubistschek International Airport,2308,BSB,SBBR
2532,Bauru Airport,2309,BAU,SBBU
2533,Atlas Brasil Cantanhede Airport,2310,BVB,SBBV
2534,Barra do Garças Airport,2311,BPG,SBBW
2535,Cascavel Airport,2312,CAC,SBCA
2536,Cachimbo Airport,2313,\N,SBCC
2537,Tancredo Neves International Airport,2305,CNF,SBCF
2538,Campo Grande Airport,2314,CGR,SBCG
2539,Serafin Enoss Bertaso Airport,2315,XAP,SBCH
2540,Brig. Lysias Augusto Rodrigues Airport,2316,CLN,SBCI
2541,Diomício Freitas Airport,2317,CCM,SBCM
2542,Canoas Air Force Base,2318,\N,SBCO
2543,Bartolomeu Lisandro Airport,2319,CAW,SBCP
2544,Corumbá International Airport,2320,CMG,SBCR
2545,Afonso Pena Airport,2306,CWB,SBCT
2546,Caravelas Airport,2321,CRQ,SBCV
2547,Hugo Cantergiani Regional Airport,2322,CXJ,SBCX
2548,Marechal Rondon Airport,2323,CGB,SBCY
2549,Cruzeiro do Sul Airport,2324,CZS,SBCZ
2550,Presidente Prudente Airport,2325,PPB,SBDN
2551,Eduardo Gomes International Airport,2326,MAO,SBEG
2552,Jacareacanga Airport,2327,JCR,SBEK
2553,São Pedro da Aldeia Airport,2328,\N,SBES
2554,Cataratas International Airport,2329,IGU,SBFI
2555,Hercílio Luz International Airport,2330,FLN,SBFL
2556,Fernando de Noronha Airport,2331,FEN,SBFN
2558,Furnas Airport,2332,\N,SBFU
2559,Pinto Martins International Airport,2333,FOR,SBFZ
2560,Rio Galeão – Tom Jobim International Airport,2297,GIG,SBGL
2561,Guajará-Mirim Airport,2334,GJM,SBGM
2562,Santa Genoveva Airport,2335,GYN,SBGO
2563,EMBRAER - Unidade Gavião Peixoto Airport,2336,\N,SBGP
2564,Guarulhos - Governador André Franco Montoro International Airport,2337,GRU,SBGR
2565,Guaratinguetá Airport,2338,GUJ,SBGW
2566,Altamira Airport,2339,ATM,SBHT
2567,Itacoatiara Airport,2340,ITA,SBIC
2568,Itaituba Airport,2313,ITB,SBIH
2569,Bahia - Jorge Amado Airport,2341,IOS,SBIL
2570,Usiminas Airport,2342,IPN,SBIP
2571,Francisco Vilela do Amaral Airport,2343,ITR,SBIT
2572,Prefeito Renato Moreira Airport,2344,IMP,SBIZ
2573,Belém/Brigadeiro Protásio de Oliveira Airport,2303,\N,SBJC
2574,Francisco de Assis Airport,2345,JDF,SBJF
2575,Presidente Castro Pinto International Airport,2346,JPA,SBJP
2576,Lauro Carneiro de Loyola Airport,2347,JOI,SBJV
2577,Presidente João Suassuna Airport,2348,CPV,SBKG
2578,Viracopos International Airport,2349,VCP,SBKP
2579,Lages Airport,2350,LAJ,SBLJ
2580,Lins Airport,2351,LIP,SBLN
2581,Governador José Richa Airport,2352,LDB,SBLO
2582,Bom Jesus da Lapa Airport,2353,LAZ,SBLP
2583,Lagoa Santa Airport,2354,\N,SBLS
2584,João Correa da Rocha Airport,2355,MAB,SBMA
2585,Monte Dourado Airport,2356,MEU,SBMD
2586,Regional de Maringá - Sílvio Nane Junior Airport,2357,MGF,SBMG
2587,Mário Ribeiro Airport,2358,MOC,SBMK
2589,Ponta Pelada Airport,2326,PLL,SBMN
2590,Zumbi dos Palmares Airport,2359,MCZ,SBMO
2591,Alberto Alcolumbre Airport,2360,MCP,SBMQ
2592,Dix-Sept Rosado Airport,2361,MVF,SBMS
2593,Campo de Marte Airport,2337,\N,SBMT
2594,Manicoré Airport,2362,MNX,SBMY
2595,Ministro Victor Konder International Airport,2363,NVT,SBNF
2596,Santo Ângelo Airport,2364,GEL,SBNM
2597,Governador Aluízio Alves International Airport,2365,NAT,SBSG
2598,Oiapoque Airport,2366,OYK,SBOI
2599,Salgado Filho Airport,2318,POA,SBPA
2600,Prefeito Doutor João Silva Filho Airport,2367,PHB,SBPB
2601,Poços de Caldas - Embaixador Walther Moreira Salles Airport,2368,POO,SBPC
2602,Lauro Kurtz Airport,2369,PFB,SBPF
2603,João Simões Lopes Neto International Airport,2370,PET,SBPK
2604,Senador Nilo Coelho Airport,2371,PNZ,SBPL
2605,Porto Nacional Airport,2372,PNB,SBPN
2606,Ponta Porã Airport,2373,PMG,SBPP
2607,Governador Jorge Teixeira de Oliveira Airport,2374,PVH,SBPV
2609,Plácido de Castro Airport,2375,RBR,SBRB
2610,Guararapes - Gilberto Freyre International Airport,2376,REC,SBRF
2612,Santos Dumont Airport,2297,SDU,SBRJ
2613,Leite Lopes Airport,2377,RAO,SBRP
2614,Santa Cruz Air Force Base,2297,SNZ,SBSC
2615,Professor Urbano Ernesto Stumpf Airport,2378,SJK,SBSJ
2616,Marechal Cunha Machado International Airport,2379,SLZ,SBSL
2618,Congonhas Airport,2337,CGH,SBSP
2619,Prof. Eribelto Manoel Reino State Airport,2380,SJP,SBSR
2620,Base Aérea de Santos Airport,2381,SSZ,SBST
2621,Deputado Luiz Eduardo Magalhães International Airport,2382,SSA,SBSV
2622,Trombetas Airport,2383,TMT,SBTB
2623,Senador Petrônio Portela Airport,2384,THE,SBTE
2624,Tefé Airport,2385,TFF,SBTF
2625,Tarauacá Airport,2386,TRQ,SBTK
2626,Telêmaco Borba Airport,2387,TEC,SBTL
2627,Tiriós Airport,2388,\N,SBTS
2628,Tabatinga Airport,2389,TBT,SBTT
2629,Tucuruí Airport,2390,TUR,SBTU
2630,São Gabriel da Cachoeira Airport,2391,SJL,SBUA
2631,Paulo Afonso Airport,2392,PAV,SBUF
2632,Rubem Berta Airport,2393,URG,SBUG
2633,Ten. Cel. Aviador César Bombonato Airport,2394,UDI,SBUL
2635,Mário de Almeida Franco Airport,2395,UBA,SBUR
2636,Major Brigadeiro Trompowsky Airport,2396,VAG,SBVG
